,3G,3G Speed,Additional Content,Audio Formats,Audio Jack,Battery Capacity,Battery Type,Bluetooth Support,Bluetooth Version,Browse Type,Browser,Business Phone,Call Divert,Call Log Memory,Call Records,Call Timer,Call Wait/Hold,Color,Conference Call,Cost,Covered in Warranty,DLNA Support,Depth,Digital Zoom,Display Colors,Display Size,Display Type,Domestic Warranty,Dual Battery,Dual Camera Lens,EDGE,EDGE Features,Expandable Storage,FM Radio,FM Radio Recording,Flash,Frame Rate,Full HD Recording,GPRS,GPRS Features,GPS Support,GPU,Games,Graphics PPI,HD Game Support,HD Recording,Hands Free,Height,Hot SWAP Support,Hybrid Sim Slot,Image Editor,Imgsrc,Important Apps,In The Box,Infrared,Instant Message,Internal Storage,International Warranty,Internet Connectivity,JAVA Support,Java Application,Keypad,Keypad Type,Logs,MMS,Map Support,Memory Card Slot Type,Micro USB Port,Micro USB Version,Mini HDMI Port,Mini USB Port,Mini USB Version,Mobile Tracker,Model Name,Model Number,Music Player,NFC,Name,Network Type,Not Covered in Warranty,OTG Compatible,Operating Frequency,Operating System,Optical Zoom,Other Display Features,Other Features,Phone Book,Phone Book Memory,Pre-installed Browser,Predictive Text Input,Primary Camera,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Processor Core,Processor Type,Quick Charging,RAM,Removable Battery,Resolution,Resolution Type,Ringtones Format,SIM Access,SIM Size,SIM Type,SMS,SMS Memory,Secondary Camera,Secondary Camera Available,Secondary Camera Features,Secondary Clock Speed,Sensors,Series,Smartphone,Social Networking Phone,Sound Enhancements,Speaker Phone,Speed Dialing,Supported Languages,Supported Memory Card Type,Supported Networks,TV Out,Talk Time,Total Memory,Touchscreen,Touchscreen Type,USB Connectivity,USB Tethering,Upgradable Operating System,User Interface,User Memory,Video Call Support,Video Formats,Video Recording,Video Recording Resolution,Voice Input,WAP,WAP Version,Warranty Service Type,Warranty Summary,Weight,Wi-Fi,Wi-Fi Hotspot,Wi-Fi Version,Width,flipkart_link,reviewlink
323,Yes,,,"AAC-LC, HE-AAC, HE-AAC v2, Protected AAC, MP3, Linear PCM, Apple Lossless, FLAC, Dolby Digital (AC-3), Dolby Digital Plus (E-AC-3), Audible (Formats 2, 3, 4, Audible Enhanced Audio, AAX, and AAX+)",,,,Yes,5,Smartphones,,,,,,,,Silver,,"83,499",,,7.7 mm,Digital Zoom Upto 10x,,5.8 inch,All-screen OLED Multi-touch Display,,,Primary Camera,,,,,,Rear Quad LED True Tone Flash with Slow Sync and Front Retina Flash,"4K Video Recording at 24 fps, 30 fps, or 60 fps, 1080P HD Video Recording at 30 fps or 60 fps, 720P HD Video Recording at 30 fps, Slo-Mo Video Support for 1080P at 120 fps or 240 fps",Yes,,,Yes,,,458 PPI,,Yes,,143.6 mm,,,,https://rukminim1.flixcart.com/image/704/704/j9d3bm80/mobile/f/y/v/apple-iphone-x-mqa92hn-a-original-imaeyysgqbg8qmhn.jpeg?q=70,"Camera, Photos, Health, Messages, Phone, FaceTime, Mail, Music, Wallet, Siri, Calendar, iTunes Store, App Store, Notes, News, Contacts, iBooks, Home, Weather, Reminders, Clock, TV, Stocks, Calculator, Voice Memos, Compass, Podcasts, Watch, Tips, Find My iPhone, Find My Friends, Settings, Files","Handset, EarPods with Lightning Connector, Lightning to 3.5 mm Headphone Jack Adapter, Lightning to USB Cable, USB Power Adapter, Documentation",,,64 GB,,"4G, 3G, Wi-Fi",,,,,,,Maps,,,,,,,,iPhone X,MQA62HN/A,,,"Apple iPhone X (Silver, 64 GB)","4G, 2G, 3G",,,,iOS 11,Yes,"HDR Display, 1,000,000:1 Contrast Ratio (Typical), True Tone Display, Wide Color Display (P3), 3D Touch, 625 cd/m2 Max Brightness (Typical), Fingerprint-resistant Oleophobic Coating, Support for Display of Multiple Languages and Characters Simultaneously","Video Recording: 4K Video Recording at 24 fps, 30 fps, or 60 fps, 1080P HD Video Recording at 30 fps or 60 fps, 720P HD Video Recording at 30 fps, Optical Image Stabilization for Video, Optical Zoom: 6x Digital Zoom, Quad LED True Tone Flash, Slo-Mo Video Support for 1080P at 120 fps or 240 fps, Time-lapse Video with Stabilization, Cinematic Video Stabilization (1080P and 720P), Continuous Autofocus Video, Body and Face Detection, Noise Reduction, Take 8MP Still Photos while Recording 4K Video, Playback Zoom, Video Geotagging, Video Formats Recorded: HEVC and H.264, Face ID: Enabled by TrueDepth Camera for Facial Recognition, Apple Pay, NFC with Reader Mode, Location: Digital Compass, Wi-Fi, Cellular, iBeacon Microlocation, Accessibility: VoiceOver, Zoom, Magnifier, Software TTY, Siri and Dictation, Type to Siri, Switch Control, Closed Captions, AssistiveTouch, Speak Screen, Rating for Hearing Aids: iPhone X (Model A1865, A1901): M3, T4, System Requirements - Apple ID (Required for Some Features), Syncing with iTunes on a Mac or PC Requires - Mac: OS X 10.10.5 or Later, PC: Windows 7 or Later, iTunes 12.7 or Later",,,Safari,Yes,12MP + 12MP,Yes,"Wide-angle and Telephoto Cameras, Wide-angle: f/1.8 Aperture, Telephoto: f/2.4 Aperture, Portrait Mode, Portrait Lighting (Beta), Dual Optical Image Stabilization, Six-element Lens, Panorama (Upto 63MP), Sapphire Crystal Lens Cover, Backside Illumination Sensor, Hybrid IR Filter, Autofocus with Focus Pixels, Tap to Focus with Focus Pixels, Live Photos with Stabilization, Wide Color Capture for Photos and Live Photos, Improved local Tone Mapping, Body and Face Detection, Exposure Control, Noise Reduction, Auto HDR for Photos, Auto Image Stabilization, Burst Mode, Timer Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",,,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor",,,,2436 x 1125 Pixels,Super Retina HD Display,,,Nano SIM,Single Sim,Yes,,7MP,Yes,"Portrait Mode, Portrait Lighting (Beta), Animoji, 1080p HD Video Recording, f/2.2 Aperture, Wide Color Capture for Photos and Live Photos, Auto HDR, Backside Illumination Sensor, Body and Face Detection, Auto Image Stabilization, Burst Mode, Exposure Control, Timer Mode",,"Face ID, Barometer, Three-axis Gyro, Accelerometer, Proximity Sensor, Ambient Light Sensor",,Yes,,"Built-in Stereo Speaker, Built-in Microphone",,,Multi-language Support,,"4G LTE, UMTS, GSM, WCDMA",,,,Yes,,,,,,,,"HEVC, H.264, MPEG-4 Part 2, Motion JPEG, High Dynamic Range with Dolby Vision and HDR10 Content",Yes,3840 x 2160 Pixels,,,,,Brand Warranty of 1 Year,174 g,Yes,,802.11 ac (Wi-Fi with MIMO),70.9 mm,https://www.flipkart.com/apple-iphone-x-silver-64-gb/p/itmexrgvze5as67e?pid=MOBEXRGVF8NHMGXJ&srno=s_20_13&otracker=search&lid=LSTMOBEXRGVF8NHMGXJIYIKAW&fm=organic&iid=5d1cd863-1743-4183-bf5e-fb49bf439bf4.MOBEXRGVF8NHMGXJ.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/apple-iphone-x-silver-64-gb/product-reviews/itmexrgvze5as67e?pid=MOBEXRGVF8NHMGXJ
324,No,,,MP3,3.5 mm,1200 mAh,Lithium-ion,Yes,,Feature Phones,,,Yes,,,,Yes,"Black, Black Red",,"1,119",,,,,,1.8 inch,,1 Year,No,,,,32 GB,Yes,,,,,Yes,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/jcgjo280/mobile/r/b/h/1-1-2-d2-dual-sim-combo-of-two-mobile-d2-original-imaffhyd4ce87yys.jpeg?q=70,,"2 Mobiles, 2 Batteries, 2 Charger",,,64 MB,,,,,Yes,Alphanumeric,,,,Dedicated Slot,,,,,,,D2 Dual Sim Combo of Two Mobile,D2,,,"1+1=2 D2 Dual Sim Combo of Two Mobile  (Black, Black Red)",2G,,No,"GSM - 900, 1800",0,,,,Yes,,,,0.3MP,Yes,,,,,,32 MB,Yes,128 x 160$$Pixels,Quarter QVGA,,,,Dual Sim,Yes,,,No,,,,,No,,,,,"Hindi, Engligh, Tamil, Gujarati",,"GSM, GSM",,,,No,,,,,,,,MP4,,,,,," 1 Year Manufacturer warranty for which the customer can contact G'Five Customer care at +9111-33549027, +919582750855 or mail us @ customercare.konnect@gmail.com",1 Year Manufacturer Warranty,,,,,,https://www.flipkart.com/1-1-2-d2-dual-sim-combo-two-mobile/p/itmffhydpfures6h?pid=MOBFFJU9THGMDRBH&srno=s_20_14&otracker=search&lid=LSTMOBFFJU9THGMDRBHHG4UP1&fm=organic&iid=d088fbea-b897-4f2a-867c-9f48d1b4fb0d.MOBFFJU9THGMDRBH.SEARCH&qH=911c35cead2534b4,
325,,,,MP3,3.5 mm,1000 mAh,Li-Ion,Yes,,Feature Phones,,,,Yes,,,,Black & Red,Yes,729,,,11.5 mm,,,1.8 inch,TFT,1 Year,,,,,32 GB,Yes,Yes,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/mobile/g/c/w/intex-eco-a1-eco-a1-original-imaes2uaspfctrzz.jpeg?q=70,,"Handset, Charger, Battery, Earphone, User Manual",,Yes,85 KB,,,,,Yes,Alphanumeric,,,,Dedicated Slot,,,,,,Yes,Eco A1+,Eco A1+,MP3,,Intex Eco A1+  (Black & Red),2G,,No,,,,,Wireless FM with Recording,Yes,1500,,,0.3MP,,,,,,,,Yes,320 x 240 Pixels,QVGA,MP3,,Normal SIM,Dual Sim,Yes,200,,,,,,Eco,No,,,Yes,Yes,"Hindi, English",microSD,"GSM, GSM",,9 hr,,No,,Yes,,,,,,3GP,Yes,,,,,,12 Months Brand Warranty,,,,,,https://www.flipkart.com/intex-eco-a1/p/itmes68zrsjyqqk7?pid=MOBES68ZDPCFWGCW&srno=s_20_15&otracker=search&lid=LSTMOBES68ZDPCFWGCWLKEOAE&fm=organic&iid=8001568e-0dda-4f39-811c-851f1b705d7a.MOBES68ZDPCFWGCW.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/intex-eco-a1/product-reviews/itmes68zrsjyqqk7?pid=MOBES68ZDPCFWGCW
326,,,No,,,1020 mAh,,,,Feature Phones,,,,,,,,Grey,,"1,658",,,,,,1.8 inch,,,,,,,,,,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/j7w813k0/mobile/h/t/t/nokia-130-ta-1017-original-imaeyya38mxbhvfc.jpeg?q=70,,"Handset, Charger, Battery, User Manual",,,8 MB,,,,,,,,,,Dedicated Slot,,,,,,,130,TA-1017,,,Nokia 130  (Grey),2G,,No,,,,,,,,,,0.3MP,,,1.2 MHz,,,,4 MB,,160 x 128$$Pixels,,,,,Dual Sim,,,,,,,,,,,,,,,,"GSM, GSM",,,,No,,,,,,,,,,,,,,,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,,,https://www.flipkart.com/nokia-130/p/itmeyyfbt6f8acya?pid=MOBEYYAXZWW62HTT&srno=s_20_16&otracker=search&lid=LSTMOBEYYAXZWW62HTTUMLUE8&fm=organic&iid=e4f0aa01-c842-4d2a-b4d7-5e0d249d31d9.MOBEYYAXZWW62HTT.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/nokia-130/product-reviews/itmeyyfbt6f8acya?pid=MOBEYYAXZWW62HTT
327,No,,,MP3,3.5 mm,950 mAh,Li-Ion,Yes,,Feature Phones,,Yes,Yes,,,,Yes,Blue & White,Yes,"1,119",,,,,,1.8 inch,,1 Year,,,,,8 GB,Yes,,,,,Yes,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/je5zlow0/mobile/g/f/z/glx-w5-combo-of-two-mobiles-w5-original-imaf2xy6jwrmpyay.jpeg?q=70,,"2 Mobiles, 2 Batteries, 2 Charger and User Manual",,,64 MB,,,,,Yes,Alphanumeric,,,,Dedicated Slot,,,,,,,W5 Combo of Two Mobiles,W5,,,GLX W5 Combo of Two Mobiles  (Blue & White),2G,,No,"GSM- 900,1800 MHz",0,,,,Yes,,,,0.3MP,Yes,,,,,,32 MB,Yes,128 x 160$$Pixels,Quarter QVGA,,,,Dual Sim,Yes,,,No,,,,,No,,,,,"English,Hindi,Tamil,Gujarati",,"GSM, GSM",,,,No,,,,,,,,MP4,,,,,,1 Year Manufacturer Warranty,1 Year Manufacturer Warranty,,,,,,https://www.flipkart.com/glx-w5-combo-two-mobiles/p/itmf2wtf8rk4qypf?pid=MOBF2VMQ4YAXSGFZ&srno=s_20_18&otracker=search&lid=LSTMOBF2VMQ4YAXSGFZJWNQ5N&fm=organic&iid=2a4ef395-b14d-4062-9399-74e8cb0c70f1.MOBF2VMQ4YAXSGFZ.SEARCH&qH=911c35cead2534b4,
328,,,no,,,850 mAh,,,,Feature Phones,,,,,,,,White & Grey,,565,,,,,,1.4 inch,,,,,,,,,,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/j727s7k0/mobile/z/t/2/peace-knight-knight-original-imaex57ghpvzgncf.jpeg?q=70,,"Handset, Charger, Earphone, Battery",,,64 MB,,,,,,,,,,Dedicated Slot,,,,,,,Knight,Knight,,,Peace Knight  (White & Grey),2G,,No,,,,,,,,,,0.3MP,,,1 GHz,,,,32 MB,,220 x 176 Pixels,,,,,Dual Sim,,,,,,,,,,,,,,,,"GSM, GSM",,,,No,,,,,,,,,,,,,,,1 year,,,,,,https://www.flipkart.com/peace-knight/p/itmexeyfbsekk2hb?pid=MOBEX5GKSEVGWZT2&srno=s_20_19&otracker=search&lid=LSTMOBEX5GKSEVGWZT2WCTY8M&fm=organic&iid=3f2e2651-e578-46f5-b988-0d8cb30c0432.MOBEX5GKSEVGWZT2.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/peace-knight/product-reviews/itmexeyfbsekk2hb?pid=MOBEX5GKSEVGWZT2
329,,,,MP3,3.5 mm,1000 mAh,Lithium-ion,Yes,,Feature Phones,,,Yes,,,,Yes,"Brown, Red/Coffee, Red",,"1,180",,,,,,1.8 inch,,1 Year,,,,,8 GB,Yes,,,,,Yes,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/j83d8cw0/mobile/d/z/t/i-kall-k88-combo-of-two-mobile-k88-original-imaey4pyxv4vumj3.jpeg?q=70,,"2 Mobiles, 2 baterries, 2 charger and user manual",,,64 MB,,,,,Yes,Alphanumeric,,,,Dedicated Slot,,,,,,,K88 Combo Of Two Mobile,K88,,,"I Kall K88 Combo Of Two Mobile  (Brown, Red/Coffee, Red)",2G,,No,"GSM - 900, 1800",0,,,,Yes,,,,0.3MP,Yes,,,,,,32 MB,Yes,128 x 160 Pixels,,,,,Dual Sim,Yes,,,No,,,,,No,,,,,,,"GSM, GSM",,,,No,,,,,,,,MP4,,,,,,,1 Year Warranty,,,,,,https://www.flipkart.com/kall-k88-combo-two-mobile/p/itmey6phamrdsn3p?pid=MOBEY6PHGXHNUDZT&srno=s_20_21&otracker=search&lid=LSTMOBEY6PHGXHNUDZTAYW4J7&fm=organic&iid=30c0bac4-d20d-4407-8429-e376e48f6e86.MOBEY6PHGXHNUDZT.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/kall-k88-combo-two-mobile/product-reviews/itmey6phamrdsn3p?pid=MOBEY6PHGXHNUDZT
330,Yes,"HSDPA Upto 21 Mbps, HSUPA, Upto 5.76 Mbps",,"MP3, AAC, AAC+, 3GP, AMR-NB, AMR-WB, WAV, EAAC+, MIDI, WMA",,2500 mAh,,,,Smartphones,,,,Yes,,,,Latte Gold,,"6,499",,,9.5 mm,,16.7 M,5 inch,,,,,Yes,,32 GB,Yes,,LED,,Yes,Yes,,Yes,ARM Mali T720 MP1,,294 PPI,,Yes,,144 mm,,No,,https://rukminim1.flixcart.com/image/704/704/mobile/t/e/b/xolo-era-2x-2gb-original-imaezwez8j822hrv.jpeg?q=70,"Maps, Gmail, YouTube, Calendar, Google Drives, Google Hangouts, Play Music","Handset, Battery, Charger, USB Cable, Earphone, Warranty Card",,,16 GB,,"4G, 3G, Wi-Fi, GPRS, EDGE",,,,,,Yes,Google Maps,Dedicated Slot,Yes,,,,,,Era 2X (3GB),,,,"Xolo Era 2X (3GB) (Latte Gold, 16 GB)  (3 GB RAM)","4G VOLTE, 3G",,No,"GSM - 850, 900, 1800, 1900 MHz; WCDMA - 900 Mhz, 2100; 4G LTE -Band 5: 850/Band 3: 1800/Band 40: 2300 MHz",Android Marshmallow 6,,"Oncell Display, IPS, 5 Point Touch, Full Lamination","4G Speed: UL Upto 150 Mbps, DL Upto 50 Mbps",Yes,,"Android, HTML6, Google Search",,8MP,Yes,"Auto Focus Rear Camera with 5P Largan Lens, F2.0, Blue Glass Filter, Face Beauty, HDR, Panorama, Gesture Recognition, Voice Capture, Smile Shot, Face Detection, Self Timer, Time Lapse Video",1.25 GHz,Quad Core,Mediatek MTK6737 64 Bit Quad Core 1.25GHz,,3 GB,Yes,1280 x 720 Pixels,HD,,,,Dual Sim,Yes,,5MP,Yes,"Screen Flash , 3P Lens & f/2.4",,"Proximity, Ambient Light Sensor, Finger Print Sensor",,,,,,,,microSD,"4G LTE, 4G LTE",,,,Yes,,Yes,,,,,,"3GP, MP4, MKV, AVI, FLV, F4V",Yes,1920 x 1080,,,,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,Yes,,802.11 b/g/n,72.3 mm,https://www.flipkart.com/xolo-era-2x-3gb-latte-gold-16-gb/p/itmezw8g9xng3hey?pid=MOBEZW8GP3FGNEG9&srno=s_20_22&otracker=search&lid=LSTMOBEZW8GP3FGNEG9SEYXRW&fm=organic&iid=2a2b5c51-5c47-4bb6-ba0a-02b79f5d951f.MOBEZW8GP3FGNEG9.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/xolo-era-2x-3gb-latte-gold-16-gb/product-reviews/itmezw8g9xng3hey?pid=MOBEZW8GP3FGNEG9
331,Yes,HSPA+ (DL / UL): 42 / 5.76 Mbps,,MP3,3.5 mm,4100 mAh,,Yes,4,Smartphones,,,,Yes,,,,Silver,,"8,699",,,8.55 mm,,,5.2 inch,IPS Panel,,,,,,32 GB,Yes,,,,,,,Yes,Mali T720,,,,,,149.5 mm,,Yes,,https://rukminim1.flixcart.com/image/704/704/mobile/h/h/y/asus-zenfone-3-max-zc520tl-4j096in-original-imaez6v3yfhfjnqa.jpeg?q=70,Demo App,"Mobile, Standard USB Cable, Adapter, User Manual, Warranty Card, OTG Cable",,,32 GB,,"4G, 3G, Wi-Fi",,,,,,,Google Maps,Hybrid Slot,Yes,2,,,,,Zenfone 3_Max,ZC520TL-4J096IN / ZC520TL-4J880IN,,,"Asus Zenfone 3_Max (Silver, 32 GB)  (3 GB RAM)","4G, 3G, 2G",,Yes,"GSM - 850, 900, 1800, 1900; WCDMA - Bands (1 / 5 / 8); 4G LTE (FDD) - Bands (1 / 3 / 5 / 8), LTE (TDD) - Band 40",Android Marshmallow 6,,"GFM Touch Panel (Directly Bonding): Capacitive Touch Panel with 5 Points Multi-touch, LED Backlight, Brightness: 400 nits, 179Degree View Angle","LTE CAT4 (DL / UL): 150 / 50 Mbps, Google Drive (100 GB Free), Asus Web Storage: 5 GB Lifetime, 4G Standby Time: 672 hrs, Video Playback: 15 hrs, Wi-Fi Direct",Yes,,Android,,13MP,Yes,"5P Lens, F2.2, FOV 74.9Degree",1.25 GHz,Quad Core,MediaTek 64-bit Quad Core 1.25GHz,,3 GB,No,1280 x 720 Pixels,HD,,,Micro SIM and Nano SIM,Dual Sim,Yes,,5MP,Yes,"3P Lens, F2.4, FOV 74.5Degree",,"Accelerometer, E-Compass, Proximity, Ambient Light Sensor",,Yes,,"Built-in Mono Speaker, Dual Internal Microphone with Noise Cancellation",,,,microSD,"4G LTE, 4G LTE",,,,Yes,Capacitive,Yes,,,ZenUI Full Set,,,,Yes,,,,,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,148 g,Yes,,802.11 b/g/n,73.7 mm,https://www.flipkart.com/asus-zenfone-3-max-silver-32-gb/p/itmentefdtza7vaj?pid=MOBENTECQUJQZHHY&srno=s_20_23&otracker=search&lid=LSTMOBENTECQUJQZHHYFAEWY7&fm=organic&iid=9a024007-cb29-4901-a74b-550270894b5a.MOBENTECQUJQZHHY.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/asus-zenfone-3-max-silver-32-gb/product-reviews/itmentefdtza7vaj?pid=MOBENTECQUJQZHHY
332,,,,,,400 mAh,,,,Feature Phones,,,,,,,,Gold,,975,,,,,,1.77 inch,,,,,,,,,,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/j7jd2fk0/mobile/e/z/w/kechaoda-k116-plus-k116-plus-original-imaexjp2vnrag4hz.jpeg?q=70,,"Handset, USB Cable",,,32 MB,,,,,,,,,,Dedicated Slot,,,,,,,K116 Plus,K116-Plus,,,Kechaoda K116 Plus  (Gold),2G,,No,,,,,,,,,,0.3MP,,,,,,,32 MB,,320 x 240$$Pixels,,,,,Dual Sim,,,,,,,,,,,,,,,,GSM,,,,No,,,,,,,,,,,,,,,1 Year Manufacturer Warranty,,,,,,https://www.flipkart.com/kechaoda-k116-plus/p/itmexrd9thyhs7pg?pid=MOBEXRD9WKAHDEZW&srno=s_20_24&otracker=search&lid=LSTMOBEXRD9WKAHDEZWPCRDAU&fm=organic&iid=5a3851c5-33c7-44ea-bd85-661382c51fa3.MOBEXRD9WKAHDEZW.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/kechaoda-k116-plus/product-reviews/itmexrd9thyhs7pg?pid=MOBEXRD9WKAHDEZW
333,,,,MP3,3.5 mm,1450 mAh,,Yes,,Feature Phones,,,,Yes,,,Yes,"Yellow & Black,Yellow",,847,,,,,,2.4 inch,,,,,Yes,,8 GB,Yes,,Back Flash,,,Yes,,,,Yes,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/mobile/h/c/q/kara-k-10-k-10-original-imaepycbst28hhhf.jpeg?q=70,,"Handset, Battery, Charger, Earphones",,Yes,64 MB,,2G,,,Yes,Alphanumeric,,,,Dedicated Slot,Yes,,,,,,K-10,K-10,Yes,,"Kara K-10  (Yellow & Black,Yellow)",2G,"Damage caused by water, physical accidental damage",No,,,,,,Yes,Yes,,,0.3MP,,,,,,,32 MB,Yes,320 x 480 Pixels,,,,,Dual Sim,Yes,,,,,,,,,Yes,,Yes,,,microSD,"GSM, GSM",,,,No,,,,,,,,,Yes,,,Yes,,,6 Months Warranty,,,,,,https://www.flipkart.com/kara-k-10/p/itmeq54y2abdg32e?pid=MOBEQ54YR9F6NHCQ&srno=s_73_1&otracker=search&lid=LSTMOBEQ54YR9F6NHCQV5J3C5&fm=organic&iid=d11c03d1-f13a-4676-b3d9-9788dfcdbce4.MOBEQ54YR9F6NHCQ.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/kara-k-10/product-reviews/itmeq54y2abdg32e?pid=MOBEQ54YR9F6NHCQ
334,Yes,21 Mbps HSDPA; 5.76 Mbps HSUPA,,MP3,3.5 mm,1400 mAh,Li-Ion,Yes,2.1,Smartphones,,,,Yes,Yes,,,Black,,"2,222",,,10.15 mm,Digital Zoom,16 M,4 inch,TFT,,,,Yes,,32 GB,Yes,,LED,,,Yes,,Yes,,,,,,,122.4 mm,,,,https://rukminim1.flixcart.com/image/704/704/mobile/p/5/n/lava-flair-p1i-na-original-imaea4bdevzt37hk.jpeg?q=70,,"Handset, Battery, Charger, Headphone, Warranty Card, User Manual",,,512 MB,,"Wi-Fi, 3G, GPRS, EDGE",,,,,,,Google Maps,,Yes,2,,,,,Flair P1i,,Yes,,"Lava Flair P1i (Black, 512 MB)  (256 MB RAM)",3G,,,"GSM - 900, 1800; WCDMA - 2100",Android KitKat 4.4.2,,Multi-touch,"Vibration on Call Connection, Auto Call Recording, Data Backup through Android, 2-pin Micro USB, Calendar, Alarm, Calculator",Yes,Yes,Android,,2MP,Yes,Flash Support,1 GHz,,,,256 MB,,800 x 480 Pixels,WVGA,,Dual Standby,,Dual Sim,Yes,Yes,0.3MP,Yes,,,Accelerometer,,Yes,,,,,,MicroSD,"GSM, WCDMA",,,,Yes,Capacitive,Yes,,,Standard Android,,,,,,,,,,Brand Warranty of 1 Year,110 g,Yes,,802.11 b/g/n,63.4 mm,https://www.flipkart.com/lava-flair-p1i-black-512-mb/p/itmea48zaatszveg?pid=MOBEA48ZC5TUZP5N&srno=s_73_4&otracker=search&lid=LSTMOBEA48ZC5TUZP5NXMPVUS&fm=organic&iid=de32016c-bad9-4b98-808e-ecf2556646e6.MOBEA48ZC5TUZP5N.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/lava-flair-p1i-black-512-mb/product-reviews/itmea48zaatszveg?pid=MOBEA48ZC5TUZP5N
335,Yes,,,,3.5 mm,2700 mAh,,Yes,,Smartphones,,,Yes,,Yes,Yes,Yes,Grey,Yes,"5,499",,Yes,,,,5.5 inch,,,,,,,32 GB,,,,,,Yes,,,,,294 PPI,,Yes,Yes,,,No,,https://rukminim1.flixcart.com/image/704/704/j80icnk0/mobile/e/s/m/celkon-diamond-mega-diamond-mega-original-imaewe9w5przetwx.jpeg?q=70,,"Handset, Charger, Earphones, Battery",,Yes,16 GB,,,,,,,,Yes,,Dedicated Slot,,,,,,Yes,Diamond Mega,Diamond Mega,,,"Celkon Diamond Mega (Grey, 16 GB)  (2 GB RAM)","4G VOLTE, 3G, 2G",,No,,Android Marshmallow 6.0,,HD IPS Display with 2.5D Curved Glass,,Yes,,,Yes,8MP,Yes,Auto Focus Rear Camera with Flash Light,1.3 GHz,Quad Core,Cortex A7,,2 GB,Yes,1280 x 720$$Pixels,HD,,,Micro SIM,Dual Sim,Yes,,5MP,Yes,,,,,Yes,,,Yes,Yes,,microSD,"4G VoLTE, GSM",,,,Yes,,,Yes,,,,Yes,,Yes,,Yes,,,NEAR BY SERVICE CENTRE,1 Year Manufacturer Warranty,,Yes,Yes,,,https://www.flipkart.com/celkon-diamond-mega-grey-16-gb/p/itmey4khjnrvw8gp?pid=MOBEXYBUGDQSHESM&srno=s_73_5&otracker=search&lid=LSTMOBEXYBUGDQSHESMGX4O68&fm=organic&iid=ba17fc55-1d7d-432b-8818-8828531e4e26.MOBEXYBUGDQSHESM.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/celkon-diamond-mega-grey-16-gb/product-reviews/itmey4khjnrvw8gp?pid=MOBEXYBUGDQSHESM
